index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,volume_24h,lp_reward_fee_24h,TVL,Farm_Liquidity,1000000.0_daily_basic_earning_in_%,1000000.0_Mining_Reward,1000000.0_Mining_Reward_Annually
21.0,0x71b01eBdDD797c8E9E0b003ea2f4FD207fBF46cC,10.0,1.0,0x4338665CBB7B2485A8855A139b75D5e34AB0DB94,LTC,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,222857.14285714287,380.0,1240373.8163187364,1185103.7582303965,0.01696145514789116,0.010261421040304178,3.745418679711025
22.0,0xB2678C414ebC63c9CC6d1a0fC45f43E249B50fdE,10.0,1.0,0x78650B139471520656b9E7aA7A5e9276814a38e9,BTCST,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,67900.0,115.42999999999999,698937.7083972687,612910.1798122325,0.006794245570597965,0.013901747264415816,5.074137751511773
23.0,0x05faf555522Fa3F93959F86B41A3808666093210,0.0,1.0,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,UST,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,142554.2857142857,242.85714285714286,210305.30506316543,139022.03551398078,0.020065775291670578,0.0,0.0
24.0,0xC5768c5371568Cf1114cddD52CAeD163A42626Ed,10.0,1.0,0x762539b45A1dCcE3D36d080F74d1AED37844b878,LINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,391428.5714285714,665.7142857142857,2345740.7188883126,2139669.93872452,0.019897366282928288,0.007141600906323959,2.6066843308082452
25.0,0x942b294e59a8c47a0F7F20DF105B082710F7C305,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb,SFP,941428.5714285715,1600.0,7761461.991691545,7571618.444883968,0.018261792398543447,0.013079367580422354,4.773969166854159
26.0,0x16aFc4F2Ad82986bbE2a4525601F8199AB9c832D,10.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x947950BcC74888a40Ffa2593C5798F11Fc9124C4,SUSHI,125872.85714285714,214.28571428571428,918195.2261289977,826308.0410726073,0.011171215075858169,0.012277375544371106,4.481242073695453
27.0,0xc13aA76AAc067c86aE38028019F414D731b3D86A,10.0,1.0,0x9678E42ceBEb63F23197D726B29b1CB20d0064E5,IOTX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,325714.28571428574,552.8571428571429,1194621.3825594815,1142654.0503231734,0.025191458866238338,0.010464717660123997,3.819621945945259
28.0,0xE834bf723f5bDff34a5D1129F3c31Ea4787Bc76a,10.0,1.0,0x8519EA49c997f50cefFa444d240fB655e89248Aa,RAMP,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,155714.2857142857,265.7142857142857,3211806.4492392684,1833628.7051680535,0.006308796211712879,0.007912917327192072,2.8882148244251065
29.0,0xF3Bc6FC080ffCC30d93dF48BFA2aA14b869554bb,0.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f,BELT,13747.142857142857,23.37,3869942.4009076883,11047.984800658242,0.00047988247244247007,0.0,0.0
30.0,0xcAD7019D6d84a3294b0494aEF02e73BD0f2572Eb,50.0,1.0,0xAC51066d7bEC65Dc4589368da368b212745d63E8,ALICE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,1778063.3576135456,1476262.5606160336,0.00047988247244247007,0.04527441886932825,16.525162887304813
31.0,0x3f1A9f3D9aaD8bD339eD4853F345d2eF89fbfE0c,10.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,BIFI,501428.5714285714,852.8571428571429,894152.2012610618,870541.8102310803,0.045025797942179084,0.011987045441760618,4.375271586242626
32.0,0xFFd4B200d3C77A0B691B5562D804b3bd54294e6e,10.0,1.0,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,TKO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,65630.0,111.57000000000001,1033675.240989224,851282.3490549187,0.0054861266809606195,0.012111750372059516,4.4207888858017235
33.0,0xddE420cbB3794ebD8FFC3Ac69F9c78e5d1411870,10.0,1.0,0xA7f552078dcC247C2684336020c03648500C6d9F,EPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,437243.94595892716,289224.5998022184,0.0054861266809606195,0.017392058515942804,6.3481013583191235
34.0,0xE6b421a4408c82381b226Ab5B6F8C4b639044359,10.0,1.0,0x2222227E22102Fe3322098e4CBfE18cFebD57c95,TLM,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,36864.28571428572,62.66857142857143,377169.94295886776,283362.04092488665,0.004550532906195091,0.017471507622115707,6.377100282072233
35.0,0x7752e1FA9F3a2e860856458517008558DEb989e3,100.0,1.0,0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F,ALPACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,684285.7142857143,1162.857142857143,4675826.20773765,4607152.119992747,0.020487891987810716,0.03998869515240142,14.595873730626518
36.0,0xF45cd219aEF8618A92BAa7aD848364a158a24F33,250.0,1.0,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,14114285.714285715,23995.714285714286,55500574.977839895,53728405.14742431,0.042469858572458156,0.010242519227242815,3.7385195179436272
37.0,0xac109C8025F272414fd9e2faA805a583708A017f,50.0,1.0,0xbA2aE424d960c26247Dd6c32edC70B295c744C43,DOGE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,3792263.7585391016,3452452.912342894,0.042469858572458156,0.025179681988095934,9.190583925655016
38.0,0xF23BAD605E94dE0e3B60c9718a43A94A5aF43915,10.0,1.0,0x4FA7163E153419E0E1064e418dd7A99314Ed27b6,HOTCROSS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,81627.14285714286,138.76714285714286,883985.328934458,368006.7187415234,0.007365616957093111,0.01639046751216262,5.982520641939357
39.0,0x804678fa97d91B974ec2af3c843270886528a9E6,250.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,2635714.285714286,4481.428571428572,9894479.470430732,9020962.098306851,0.041134857186998684,0.05593841554330799,20.417521673307416
40.0,0x6045931E511EF7e53A4A817F971e0CA28c758809,50.0,1.0,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xf9CeC8d50f6c8ad3Fb6dcCEC577e05aA32B224FE,CHR,0.0,0.0,2304718.220328756,1778259.5712774994,0.041134857186998684,0.040353086356223596,14.728876520021611
41.0,0x2E28b9B74D6d99D4697e913b82B41ef1CAC51c6C,50.0,1.0,0x14016E85a25aeb13065688cAFB43044C2ef86784,TUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,142857.14285714287,242.85714285714286,37794457.99771522,34098089.06958501,0.000626009887472705,0.0031942294116780877,1.165893735262502
42.0,0x8FA59693458289914dB0097F5F366d771B7a7C3F,100.0,1.0,0x3203c9E46cA618C8C1cE5dC67e7e9D75f5da2377,MBOX,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1438571.4285714286,2447.1428571428573,21740361.959045615,21595609.21624289,0.010761230896632399,0.009923286185988226,3.6219994578857024
43.0,0xD171B26E4484402de70e3Ea256bE5A2630d7e88D,100.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,1278571.4285714286,2174.285714285714,18844406.08462974,16403263.493323857,0.010956668116007678,0.012883945409752968,4.702640074559834
44.0,0xEa26B78255Df2bBC31C1eBf60010D78670185bD0,100.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,0.0,0.0,16788983.805697154,16118280.295505056,0.010956668116007678,0.013098435878422207,4.7809290956241055
45.0,0x89eE0491CE55d2f7472A97602a95426216167189,10.0,1.0,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,WOO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,25470.04283082195,23696.388026576555,0.010956668116007678,0.02190324195944219,7.994683315196399
46.0,0xba01662E978DE7d67F8FfC937726215eb8995d17,10.0,1.0,0x5A3010d4d8D3B5fB49f8B6E57FB9E48063f16700,BSCPAD,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,174285.7142857143,295.7142857142857,1436252027.2334838,203829140.59489322,2.0574977812589754e-05,0.00010946816265903991,0.03995587937054957
47.0,0xA39Af17CE4a8eb807E076805Da1e2B8EA7D0755b,200.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0x55d398326f99059fF775485246999027B3197955,USDT,1590000.0,2702.8571428571427,6406077.068140744,5939186.641270188,0.03649512579992204,0.06462506584445704,23.58814903322682
48.0,0xEc6557348085Aa57C72514D67070dC863C0a5A8c,100.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,2225714.285714286,3784.285714285714,85382502.35425739,74564594.52049364,0.00438084752252978,0.002967298352123368,1.0830638985250294
49.0,0x89EBF9cD99864f6E51bd7a578965922029cAB977,0.0,1.0,0x758FB037A375F17c7e195CC634D77dA4F554255B,DVI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,19241.428571428572,32.71,1555845.2299603636,116514.45464935711,0.001279811454017788,0.0,0.0
50.0,0x9D2296e2Fe3CdBf2EB3e3e2CA8811BaFA42eeDFF,10.0,1.0,0x03fF0ff224f904be3118461335064bB48Df47938,ONE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,75788.57142857143,128.84,608346.2904088083,470009.9346914313,0.008010712666067177,0.015253141595032667,5.567396682186923
51.0,0x1472976E0B97F5B2fC93f1FFF14e2b5C4447b64F,10.0,1.0,0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6,CHESS,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,138817.14285714287,235.71428571428572,951491.3622992061,836202.835094905,0.012078674303562999,0.012211216131138484,4.457093887865547
52.0,0xC2d00De94795e60FB76Bc37d899170996cBdA436,50.0,1.0,0x715D400F88C167884bbCc41C5FeA407ed4D2f8A0,AXS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,150000.0,254.28571428571428,1656648.7773911266,1565629.7329416208,0.009571672268075539,0.04369739988600166,15.949550958390605
53.0,0x92247860A03F48d5c6425c7CA35CDcFCB1013AA1,50.0,1.0,0xaEC945e04baF28b135Fa7c640f624f8D90F1C3a6,C98,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,294285.71428571426,500.0,2233861.3644248736,1461285.555101046,0.01546139254763392,0.04554991523328669,16.625719060149642
54.0,0xFdFde3aF740A22648B9dD66D05698e5095940850,10.0,1.0,0x1633b7157e7638C4d6593436111Bf125Ee74703F,SPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,2119857.1177980397,300870.621766424,0.01546139254763392,0.01723635640991447,6.291270089618782
55.0,0x6a445cEB72c8B1751755386c3990055ff92e14A0,10.0,1.0,0xaeF0d72a118ce24feE3cD1d43d383897D05B4e99,WIN,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,245714.2857142857,417.14285714285717,2396245.5841686423,2355057.552000353,0.012282470357483538,0.0066831252020057045,2.439340698732082
56.0,0xb5D108578Be3750209d1b3A8f45FFee8C5a75146,50.0,1.0,0x85EAC5Ac2F758618dFa09bDbe0cf174e7d574D5B,TRX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,3027142.8571428573,5145.714285714285,17193410.85425255,17041514.35360222,0.02828339516397784,0.0062140763908425005,2.2681378826575127
57.0,0x59FaC9e98479fc9979aE2a0C7422Af50bCBB9B26,0.0,1.0,0x07663837218A003e66310a01596af4bf4e44623D,rUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,32338.571428571428,54.97428571428571,350145.5489416972,33586.85702885611,0.004071730322510558,0.0,0.0
58.0,0x2bF2dEB40639201C9A94c9e33b4852D9AEa5fd2D,10.0,1.0,0xACB8f52DC63BB752a51186D1c55868ADbFfEe9C1,BP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,19677.14285714286,33.45142857142857,274710.6848225026,169439.6331006367,0.002624236932326846,0.019173516139950737,6.998333391082019
59.0,0x74fA517715C4ec65EF01d55ad5335f90dce7CC87,10.0,1.0,0x477bC8d23c634C154061869478bce96BE6045D12,SFUND,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,126918.57142857143,215.71428571428572,7425467.372713542,275781.7119931214,0.0025602649226663834,0.017575318308116664,6.414991182462582
60.0,0x0ecc84c9629317a494f12Bc56aA2522475bF32e8,0.0,1.0,0x1fC9004eC7E5722891f5f38baE7678efCB11d34D,NFT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,9378.57142857143,15.944285714285714,183195.59395531827,173118.9851339783,0.0013475612819842725,0.0,0.0
61.0,0x88a02D94F437799f06f8c256ff07Aa397E6D0016,10.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xBe1a001FE942f96Eea22bA08783140B9Dcc09D28,BETA,107192.85714285714,182.85714285714286,859248.2393660424,642443.2261243882,0.00983500422296985,0.013651777622086893,4.982898832061716
62.0,0x11c0b2BB4fbB430825d07507A9E24e4c32f7704D,10.0,1.0,0x77d547256A2cD95F32F67aE0313E450Ac200648d,LAZIO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,28455.714285714286,48.37428571428571,0.0036294438598973053,0.0031023369628896662,0.004837428553871396,0.02242226961039169,8.184128407792967
63.0,0x365c3F921b2915a480308D0b1C04aEF7B99c2876,0.0,1.0,0x7Ceb519718A80Dd78a8545AD8e7f401dE4f2faA7,DKT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,123944.34980978761,38916.84547749423,0.004837428553871396,0.0,0.0
64.0,0x6dB23b5360c9D2859fDcbf41c56494e7b8573649,10.0,1.0,0x426c72701833fdDBdFc06c944737C6031645c708,FINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,89604.28571428571,152.85714285714286,292646.7466174391,85449.07064862546,0.011825128810878535,0.020657136558746493,7.53985484394247
65.0,0x062f88E2B4896e823ac78Ac314468c29eEC4186d,50.0,1.0,0x23CE9e926048273eF83be0A3A8Ba9Cb6D45cd978,DAR,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,155714.2857142857,265.7142857142857,2076203.4389342088,1718519.9892921497,0.008637734499326415,0.041239846990772835,15.052544151632086
66.0,0x936928146a21AfCcd30DfA84824A780572B1630B,50.0,1.0,0x6b23C89196DeB721e6Fd9726E6C76E4810a464bc,XWG,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,400000.0,680.0,713737.0323568919,509444.74572452967,0.03967936662165725,0.07427323770367791,27.109731761842436
67.0,0x0A292e96ABb35297786a38fDD67Dc4f82689E670,10.0,1.0,0x49f2145d6366099e13B10FbF80646C0F377eE7f6,PORTO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,22757.14285714286,38.68571428571429,272537.57702572853,244731.95864898546,0.0030400449451664507,0.01801373341798819,6.57501269756569
68.0,0xf924E642f05ACC57fc3b14990c2B1a137683b201,0.0,1.0,0x8729438EB15e2C8B576fCc6AeCdA6A148776C0F5,QI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,6728.571428571428,11.438571428571427,70288.12294812224,27741.52425855689,0.0010687375841435796,0.0,0.0
69.0,0x06043B346450BbCfdE066ebc39fdc264FdFFeD74,10.0,1.0,0xA64455a4553C9034236734FadDAddbb64aCE4Cc7,SANTOS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,84482.85714285714,144.28571428571428,583307.7099813564,465075.0030686348,0.009112929430970387,0.015304519995897237,5.5861497985024915
70.0,0x71E6de81381eFE0Aa98f56b3B43eB3727D640715,10.0,1.0,0x0b15Ddf19D47E6a86A56148fb4aFFFc6929BcB89,IDIA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,93907.14285714286,160.0,3546975.1567336163,1765056.3762768144,0.003518822832428631,0.00810915461700098,2.9598414352053575
71.0,0x486697ae24469cB1122F537924Aa46E705B142Aa,10.0,1.0,0x9fD87aEfe02441B123c3c32466cD9dB4c578618f,THG,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,64200.0,109.14,526846.7163982125,233755.91903315796,0.00714806527910399,0.018173991576489867,6.633506925418802
72.0,0x141e9558f66Cc21c93628400cCa7d830c15c2c24,0.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE69cAef10A488D7AF31Da46c89154d025546e990,DPT,0.0,0.0,36712.13293383174,8952.643951293578,0.00714806527910399,0.0,0.0
73.0,0xe98ac95A1dB2fCaaa9c7D4ba7ecfCE4877ca2bEa,10.0,1.0,0x5f4Bde007Dc06b867f86EBFE4802e34A1fFEEd63,HIGH,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,170000.0,288.57142857142856,1155602.9010032995,550727.3402541743,0.013387040277089833,0.014459195435528963,5.277606333968071
74.0,0x2AE94A6C768D59f5DDc25bd7f12C7cBE1D51dc04,10.0,1.0,0x8b303d5BbfBbf46F1a4d9741E491e06986894e18,WOOP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,247142.85714285713,418.57142857142856,9525228387.670162,1396024445.6988735,4.393884038232668e-06,1.605001956049251e-05,0.005858257139579766
75.0,0x88c9bf5E334e2591C6A866D5E20683E31226Be3d,10.0,1.0,0x40C8225329Bd3e28A043B029E0D07a5344d2C27C,AOG,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0.0,0.0,520747.6380667111,261693.3269304879,4.393884038232668e-06,0.017771568733349147,6.486622587672438
76.0,0x2Eebe0C34da9ba65521E98CBaA7D97496d05f489,10.0,1.0,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,BCOIN,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,70837.14285714286,120.42428571428572,329947.65136912157,160666.77976888788,0.009054813968829097,0.019318438393160397,7.051230013503544
77.0,0xa0Ee789a8F581CB92dD9742ed0B5d54a0916976C,10.0,1.0,0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,APX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0.0,0.0,6101356.649459207,354035.24818344624,0.009054813968829097,0.016559590830471003,6.0442506531219165
78.0,0x1Ce76390Dd210B9C9ae28373FDf79714206ECb73,100.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,Froyo,51645.71428571428,87.79714285714286,915877.0931082361,894338.8054056903,0.004582608308902769,0.11836462208327718,43.20308706039617
79.0,0x6483F166b9E4310A165a55FEa04F867499aded06,0.0,1.0,0x5857c96DaE9cF8511B08Cb07f85753C472D36Ea3,FUSE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,24505.714285714286,41.660000000000004,558151389.4767611,217086900.5487456,7.450576138062415e-06,0.0,0.0
80.0,0x70531B39E2Bb4d8dA59E2Ce41a98eBA2990F8497,0.0,1.0,0x62823659d09F9F9D2222058878f89437425eB261,ERTHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,39514.28571428572,67.17428571428572,95797.39057265432,57454.08516509272,0.006130173907348056,0.0,0.0
81.0,0x8e744Ec2795c8B836689d1b4EBE1489204357dAC,50.0,1.0,0x12BB890508c125661E03b09EC06E404bc9289040,RACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1228571.4285714286,2087.1428571428573,5538969.276703196,883977.8886189802,0.03191852979916659,0.05950778354513868,21.72034099397562
