,index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,TVL,Farm_Liquidity,volume_24h,lp_reward_fee_24h,Mining_Reward,Mining_Reward_Annually
10,12.0,0xACF47CBEaab5c8A6Ee99263cfE43995f89fB3206,10.0,1.0,0xa1faa113cbE53436Df28FF0aEe54275c13B40975,ALPHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1043285899.2274351,825879933.4524559,57834.28571428572,98.32000000000001,4.1177051967818445e-05,0.015029623968253733
11,13.0,0x16b9a82891338f9bA80E2D6970FddA79D1eb0daE,600.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1596509.328721533,1553066.105447094,33717142.85714286,57318.57142857143,1.3138127534820003,479.5416550209301
12,14.0,0x03F18135c44C64ebFdCBad8297fe5bDafdBbdd86,50.0,1.0,0x1D2F0da169ceB9fC7B3144628dB156f3F6c60dBE,XRP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,9121446.534728937,8065274.592673596,410000.0,698.5714285714286,0.021082543779626584,7.695128479563704
13,15.0,0x014608E87AF97a054C9a49f81E1473076D51d9a3,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xBf5140A22578168FD562DCcF235E5D43A02ce9B1,UNI,6023257.107710343,5628465.274048144,288571.4285714286,490.0,0.030210101051659544,11.026686883855733
14,16.0,0x1BdCebcA3b93af70b58C41272AEa2231754B23ca,10.0,1.0,0xa2B726B1145A4773F68593CF171187d8EBe4d495,INJ,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,111374230.4323982,92040491.80358046,39208.57142857143,66.6542857142857,0.00036948195595829376,0.13486091392477723
15,17.0,0xD8E2F8b6Db204c405543953Ef6359912FE3A88d6,10.0,1.0,0x47BEAd2563dCBf3bF2c9407fEa4dC236fAbA485A,SXP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1988275.5857278618,1444372.7148799542,205714.2857142857,350.0,0.023544685238516605,8.593810112058561
16,18.0,0x133ee93FE93320e1182923E1a640912eDE17C90C,10.0,1.0,0x4BD17003473389A42DAF6a0a729f6Fdb328BbBd7,VAI,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,3968337.311113828,2791244.248128193,13617.142857142857,23.150000000000002,0.012183563284279221,4.447000598761916
17,19.0,0x66FDB2eCCfB58cF098eaa419e5EfDe841368e489,10.0,1.0,0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3,DAI,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,12918274.693510918,10051345.93486474,210000.0,357.14285714285717,0.0033833579263241073,1.234925643108299
18,20.0,0x2354ef4DF11afacb85a5C7f98B624072ECcddbB1,100.0,1.0,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,161442834.95753455,150965195.0217381,2802857.1428571427,4765.714285714285,0.002252658364999519,0.8222203032248245
19,21.0,0x71b01eBdDD797c8E9E0b003ea2f4FD207fBF46cC,10.0,1.0,0x4338665CBB7B2485A8855A139b75D5e34AB0DB94,LTC,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,2859715.380387461,2744251.2559425235,75952.85714285714,129.12,0.012392196547349408,4.523151739782534
20,22.0,0xB2678C414ebC63c9CC6d1a0fC45f43E249B50fdE,10.0,1.0,0x78650B139471520656b9E7aA7A5e9276814a38e9,BTCST,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,4734199.538070993,4145823.8538732613,74077.14285714286,125.93142857142857,0.008202784811317703,2.9940164561309617
21,23.0,0x05faf555522Fa3F93959F86B41A3808666093210,10.0,1.0,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,UST,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1397513.845667888,1074878.217183278,524285.71428571426,892.8571428571429,0.031638282733151356,11.547973197600244
22,24.0,0xC5768c5371568Cf1114cddD52CAeD163A42626Ed,10.0,1.0,0x762539b45A1dCcE3D36d080F74d1AED37844b878,LINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,3488912.5308381207,3118840.8664540555,372857.14285714284,634.2857142857143,0.01090382690079811,3.97989681879131
23,25.0,0x942b294e59a8c47a0F7F20DF105B082710F7C305,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb,SFP,10699213.876101412,10437548.556483125,579999.9999999999,984.2857142857143,0.01629084681854107,5.946159088767491
24,26.0,0x16aFc4F2Ad82986bbE2a4525601F8199AB9c832D,10.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x947950BcC74888a40Ffa2593C5798F11Fc9124C4,SUSHI,2421294.918932815,2066836.3737045808,125854.28571428571,214.28571428571428,0.016453794490753907,6.005634989125176
25,27.0,0xc13aA76AAc067c86aE38028019F414D731b3D86A,10.0,1.0,0x9678E42ceBEb63F23197D726B29b1CB20d0064E5,IOTX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,2010538.7060636827,1924396.3808731174,188571.42857142858,321.42857142857144,0.017671671635300402,6.450160146884647
26,28.0,0xE834bf723f5bDff34a5D1129F3c31Ea4787Bc76a,10.0,1.0,0x8519EA49c997f50cefFa444d240fB655e89248Aa,RAMP,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,4171717.9735247907,2451733.663098888,124305.71428571429,211.42857142857142,0.013870715832961409,5.062811279030914
27,29.0,0xF3Bc6FC080ffCC30d93dF48BFA2aA14b869554bb,0.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f,BELT,6978724.090431057,19947.72076482744,15091.42857142857,25.655714285714286,0.0,0.0
28,30.0,0xcAD7019D6d84a3294b0494aEF02e73BD0f2572Eb,50.0,1.0,0xAC51066d7bEC65Dc4589368da368b212745d63E8,ALICE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,3246596.8813403095,2638904.3697561324,228571.42857142858,387.14285714285717,0.0644345079888077,23.51859541591481
29,31.0,0x3f1A9f3D9aaD8bD339eD4853F345d2eF89fbfE0c,10.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,BIFI,2333246.056786348,2270137.8212315883,544285.7142857143,925.7142857142857,0.014980280325227425,5.46780231870801
30,32.0,0xFFd4B200d3C77A0B691B5562D804b3bd54294e6e,10.0,1.0,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,TKO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,2077326.9522785672,1696775.251835616,69071.42857142857,117.42,0.020042313147931777,7.315444298995098
31,33.0,0xddE420cbB3794ebD8FFC3Ac69F9c78e5d1411870,10.0,1.0,0xA7f552078dcC247C2684336020c03648500C6d9F,EPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1645603.4569675578,944923.6883128039,31887.14285714286,54.208571428571425,0.03598946810156861,13.136155857072543
32,34.0,0xE6b421a4408c82381b226Ab5B6F8C4b639044359,10.0,1.0,0x2222227E22102Fe3322098e4CBfE18cFebD57c95,TLM,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1508391.1332051202,1122155.448483316,111831.42857142857,190.0,0.030305338698763916,11.061448625048829
33,35.0,0x7752e1FA9F3a2e860856458517008558DEb989e3,100.0,1.0,0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F,ALPACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,10694380.430735046,10526016.282212278,544285.7142857143,924.2857142857143,0.032307855153538505,11.792367131041553
34,36.0,0xF45cd219aEF8618A92BAa7aD848364a158a24F33,250.0,1.0,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,69770473.9580319,67293942.37346856,3967142.8571428573,6744.285714285715,0.012633864111503594,4.611360400698812
35,37.0,0xac109C8025F272414fd9e2faA805a583708A017f,50.0,1.0,0xbA2aE424d960c26247Dd6c32edC70B295c744C43,DOGE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,6587503.89560931,5968074.758275153,300000.0,510.0,0.02849101453680411,10.3992203059335
36,38.0,0xF23BAD605E94dE0e3B60c9718a43A94A5aF43915,10.0,1.0,0x4FA7163E153419E0E1064e418dd7A99314Ed27b6,HOTCROSS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,3670892.750809578,2195512.326643734,45702.857142857145,77.69428571428571,0.015489460262305594,5.653652995741542
37,39.0,0x804678fa97d91B974ec2af3c843270886528a9E6,250.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,15150884.377475705,13861522.7514422,1802857.142857143,3065.714285714286,0.06133399185059229,22.386907025466186
38,40.0,0x6045931E511EF7e53A4A817F971e0CA28c758809,50.0,1.0,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xf9CeC8d50f6c8ad3Fb6dcCEC577e05aA32B224FE,CHR,3955167.739693929,3104983.925480784,591428.5714285714,1004.2857142857143,0.05476244282598731,19.988291631485367
39,41.0,0x2E28b9B74D6d99D4697e913b82B41ef1CAC51c6C,50.0,1.0,0x14016E85a25aeb13065688cAFB43044C2ef86784,TUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,40006927.88427139,35569703.5947191,96500.0,164.28571428571428,0.004780374518498821,1.7448366992520694
40,42.0,0x8FA59693458289914dB0097F5F366d771B7a7C3F,100.0,1.0,0x3203c9E46cA618C8C1cE5dC67e7e9D75f5da2377,MBOX,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,38325242.319098495,38092024.533156335,2601428.5714285714,4422.857142857143,0.008927669599012606,3.258599403639601
41,43.0,0xD171B26E4484402de70e3Ea256bE5A2630d7e88D,100.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,52177098.5123152,46714046.276828706,832857.1428571428,1415.7142857142858,0.0072798876674955585,2.657158998635879
42,44.0,0xEa26B78255Df2bBC31C1eBf60010D78670185bD0,100.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,23300197.37059227,22152050.559091926,1732857.142857143,2947.1428571428573,0.015351762062944781,5.603393152974845
43,45.0,0x89eE0491CE55d2f7472A97602a95426216167189,10.0,1.0,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,WOO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1024396.8338473011,955936.3149677597,133501.42857142858,227.14285714285714,0.035574860381883455,12.98482403938746
44,46.0,0xba01662E978DE7d67F8FfC937726215eb8995d17,10.0,1.0,0x5A3010d4d8D3B5fB49f8B6E57FB9E48063f16700,BSCPAD,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1987696144.7678938,260468638.1729414,388571.4285714286,660.0,0.00013056197927510432,0.047655122435413075
45,47.0,0xA39Af17CE4a8eb807E076805Da1e2B8EA7D0755b,200.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0x55d398326f99059fF775485246999027B3197955,USDT,10499762.389006447,9712186.37009425,1072857.142857143,1824.2857142857142,0.07003016549119247,25.561010404285252
46,48.0,0xEc6557348085Aa57C72514D67070dC863C0a5A8c,100.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,144926869.4644423,133907549.72144559,3287142.8571428573,5587.142857142857,0.002539610425976144,0.9269578054812926
47,49.0,0x89EBF9cD99864f6E51bd7a578965922029cAB977,0.0,1.0,0x758FB037A375F17c7e195CC634D77dA4F554255B,DVI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,2443518.791149849,189016.82322332327,19621.428571428572,33.357142857142854,0.0,0.0
48,50.0,0x9D2296e2Fe3CdBf2EB3e3e2CA8811BaFA42eeDFF,10.0,1.0,0x03fF0ff224f904be3118461335064bB48Df47938,ONE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,2090022.051881491,1395075.6538412988,102240.0,174.28571428571428,0.024376671505457168,8.897485099491867
49,51.0,0x1472976E0B97F5B2fC93f1FFF14e2b5C4447b64F,10.0,1.0,0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6,CHESS,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,2143202.287627615,1831057.5595779952,155714.2857142857,265.7142857142857,0.01857249148780877,6.778959393050201
50,52.0,0xC2d00De94795e60FB76Bc37d899170996cBdA436,50.0,1.0,0x715D400F88C167884bbCc41C5FeA407ed4D2f8A0,AXS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,3037550.040949784,2851385.8500319608,330000.0,561.4285714285714,0.05963293417228859,21.766020972885336
51,53.0,0x92247860A03F48d5c6425c7CA35CDcFCB1013AA1,50.0,1.0,0xaEC945e04baF28b135Fa7c640f624f8D90F1C3a6,C98,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,3475788.682637055,2135113.5946511263,472857.14285714284,804.2857142857143,0.07963815373604735,29.067926113657283
52,54.0,0xFdFde3aF740A22648B9dD66D05698e5095940850,10.0,1.0,0x1633b7157e7638C4d6593436111Bf125Ee74703F,SPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,4083078.4115729267,579822.0632029816,205714.2857142857,350.0,0.05865127096249369,21.407713901310196
53,55.0,0x6a445cEB72c8B1751755386c3990055ff92e14A0,10.0,1.0,0xaeF0d72a118ce24feE3cD1d43d383897D05B4e99,WIN,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,3998884.350230936,3928731.5917996806,228571.42857142858,390.0,0.008656050978369863,3.159458607105
54,56.0,0xb5D108578Be3750209d1b3A8f45FFee8C5a75146,50.0,1.0,0x85EAC5Ac2F758618dFa09bDbe0cf174e7d574D5B,TRX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,20828756.815825853,20640883.800364323,1541428.5714285714,2620.0,0.00823785000387192,3.0068152514132507
55,57.0,0x59FaC9e98479fc9979aE2a0C7422Af50bCBB9B26,0.0,1.0,0x07663837218A003e66310a01596af4bf4e44623D,rUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1585702.1276302878,105730.91607979407,41511.42857142857,70.56857142857143,0.0,0.0
56,58.0,0x2bF2dEB40639201C9A94c9e33b4852D9AEa5fd2D,10.0,1.0,0xACB8f52DC63BB752a51186D1c55868ADbFfEe9C1,BP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1436408.8720284582,846615.1046047278,118528.57142857143,201.42857142857142,0.04016854973881871,14.66152065466883
57,59.0,0x74fA517715C4ec65EF01d55ad5335f90dce7CC87,50.0,1.0,0x477bC8d23c634C154061869478bce96BE6045D12,SFUND,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,11745198.384125443,845890.5763077239,108087.14285714286,184.28571428571428,0.20101477597368816,73.37039323039617
58,60.0,0x0ecc84c9629317a494f12Bc56aA2522475bF32e8,0.0,1.0,0x1fC9004eC7E5722891f5f38baE7678efCB11d34D,NFT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1237704.8373279618,1169382.6715622537,14208.57142857143,24.155714285714286,0.0,0.0
59,61.0,0x88a02D94F437799f06f8c256ff07Aa397E6D0016,10.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xBe1a001FE942f96Eea22bA08783140B9Dcc09D28,BETA,2208270.332824449,1617325.6797263287,181428.57142857142,308.57142857142856,0.021026872549692443,7.674808480637742
60,62.0,0x11c0b2BB4fbB430825d07507A9E24e4c32f7704D,10.0,1.0,0x77d547256A2cD95F32F67aE0313E450Ac200648d,LAZIO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1000000.0055329221,848762.5138958144,78528.57142857143,133.5,0.040066921408742386,14.624426314190972
61,63.0,0x365c3F921b2915a480308D0b1C04aEF7B99c2876,0.0,1.0,0x7Ceb519718A80Dd78a8545AD8e7f401dE4f2faA7,DKT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1136024.1058628394,407358.0517366066,1680.0,2.857142857142857,0.0,0.0
62,64.0,0x6dB23b5360c9D2859fDcbf41c56494e7b8573649,10.0,1.0,0x426c72701833fdDBdFc06c944737C6031645c708,FINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1679839.323706307,574424.4317277073,133891.42857142858,227.14285714285714,0.05920239297041355,21.608873434200945
63,65.0,0x062f88E2B4896e823ac78Ac314468c29eEC4186d,50.0,1.0,0x23CE9e926048273eF83be0A3A8Ba9Cb6D45cd978,DAR,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,4111144.2139142663,3459554.5129491175,357142.85714285716,607.1428571428571,0.049149826678060476,17.939686737492075
64,66.0,0x936928146a21AfCcd30DfA84824A780572B1630B,50.0,1.0,0x6b23C89196DeB721e6Fd9726E6C76E4810a464bc,XWG,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,2124038.0154888122,1505080.6855791728,807142.8571428572,1372.857142857143,0.11297500946224621,41.23587845371987
65,67.0,0x0A292e96ABb35297786a38fDD67Dc4f82689E670,10.0,1.0,0x49f2145d6366099e13B10FbF80646C0F377eE7f6,PORTO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1358525.6497021685,1215513.8420229522,39070.0,66.41857142857143,0.027977715895322622,10.211866301792757
66,68.0,0xf924E642f05ACC57fc3b14990c2B1a137683b201,0.0,1.0,0x8729438EB15e2C8B576fCc6AeCdA6A148776C0F5,QI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1086877.4841417593,388720.64125114237,7665.714285714285,13.031428571428572,0.0,0.0
67,69.0,0x06043B346450BbCfdE066ebc39fdc264FdFFeD74,10.0,1.0,0xA64455a4553C9034236734FadDAddbb64aCE4Cc7,SANTOS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1783190.1513440157,1417235.9649740043,162857.14285714287,277.14285714285717,0.02399551082488511,8.758361451083065
68,70.0,0x71E6de81381eFE0Aa98f56b3B43eB3727D640715,10.0,1.0,0x0b15Ddf19D47E6a86A56148fb4aFFFc6929BcB89,IDIA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,4643927.479247041,2666780.12812103,83798.57142857143,142.45714285714286,0.012752195271123161,4.654551273959954
69,71.0,0x486697ae24469cB1122F537924Aa46E705B142Aa,10.0,1.0,0x9fD87aEfe02441B123c3c32466cD9dB4c578618f,THG,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1779325.185327142,820840.3116369371,64315.71428571428,109.33714285714287,0.041429862126449585,15.121899676154099
70,72.0,0x141e9558f66Cc21c93628400cCa7d830c15c2c24,0.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE69cAef10A488D7AF31Da46c89154d025546e990,DPT,1061713.9899503514,260481.1436807609,327.14285714285717,0.5571428571428572,0.0,0.0
71,73.0,0xe98ac95A1dB2fCaaa9c7D4ba7ecfCE4877ca2bEa,10.0,1.0,0x5f4Bde007Dc06b867f86EBFE4802e34A1fFEEd63,HIGH,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,2068812.0255689635,1112061.5432180983,112300.0,191.42857142857142,0.03058041269958805,11.161850635349637
72,74.0,0x2AE94A6C768D59f5DDc25bd7f12C7cBE1D51dc04,10.0,1.0,0x8b303d5BbfBbf46F1a4d9741E491e06986894e18,WOOP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,11803014602.791021,1651516251.2786314,83798.57142857143,142.45714285714286,2.059156300316221e-05,0.007515920496154207
73,75.0,0x88c9bf5E334e2591C6A866D5E20683E31226Be3d,10.0,1.0,0x40C8225329Bd3e28A043B029E0D07a5344d2C27C,AOG,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1537572.8525188088,772429.5854409521,161428.57142857142,274.2857142857143,0.04402640911214797,16.06963932593401
74,76.0,0x2Eebe0C34da9ba65521E98CBaA7D97496d05f489,10.0,1.0,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,BCOIN,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1462023.510049464,733326.1755461335,83821.42857142857,142.49571428571429,0.0463740448288564,16.926526362532588
75,77.0,0xa0Ee789a8F581CB92dD9742ed0B5d54a0916976C,10.0,1.0,0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,APX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,7803662.460928145,874591.3385728656,64484.28571428572,109.62285714285714,0.03888364706931857,14.192531180301279
76,78.0,0x1Ce76390Dd210B9C9ae28373FDf79714206ECb73,100.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,Froyo,2386746.7521211803,2327887.1980954614,148571.42857142858,251.42857142857142,0.1460865499272171,53.32159072343424
77,79.0,0x6483F166b9E4310A165a55FEa04F867499aded06,0.0,1.0,0x5857c96DaE9cF8511B08Cb07f85753C472D36Ea3,FUSE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,799129274.8666936,322654437.2234908,25247.14285714286,42.92142857142857,0.0,0.0
78,80.0,0x70531B39E2Bb4d8dA59E2Ce41a98eBA2990F8497,0.0,1.0,0x62823659d09F9F9D2222058878f89437425eB261,ERTHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1146056.3239667998,705413.3651630873,52680.0,89.55571428571429,0.0,0.0
79,81.0,0x8e744Ec2795c8B836689d1b4EBE1489204357dAC,50.0,1.0,0x12BB890508c125661E03b09EC06E404bc9289040,RACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,7577290.751595088,1263339.8710364886,870000.0,1478.5714285714287,0.13459284282324369,49.12638763048395
80,82.0,0x28BDb16b623176426305a70D8B475bE73Aca71f3,0.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0xBc7d6B50616989655AfD682fb42743507003056D,ACH,1000000.002847528,864005.1546691871,53214.28571428572,90.46428571428571,0.0,0.0
81,83.0,0xB7E73DaEe6A6Ca37A21f8E4bfba4DA448DFE4d92,50.0,1.0,0x352Cb5E19b12FC216548a2677bD0fce83BaE434B,BTT,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,29392883.75544274,29377389.455375694,274285.71428571426,465.7142857142857,0.005788005940862677,2.112622168414877
82,84.0,0x53a63ac301D6410915385294527f947aFf616599,100.0,1.0,0x6f9F0c4ad9Af7EbD61Ac5A1D4e0F2227F7B0E5f9,ERA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,6463423.257655482,6350959.88309608,198571.42857142858,337.14285714285717,0.053546710363365925,19.544549282628562
